Norwegian.taxa	Scientific.taxa	m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	catchcategory	aphia	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	4	1			1	0.063																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	5	1			1	0.065																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	6	1			1	0.068																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	7	1			1	0.069																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	8	1			1	0.076																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	9	1			1	0.074																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	10	1			1	0.062																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	11	1			1	0.063																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	12	1			1	0.065																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	13	1			1	0.061																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	14	1			1	0.065																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	15	1			1	0.064																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	16	1			1	0.073																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	17	1			1	0.062																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	18	1			1	0.063																																																																										
torsk	Gadus morhua	4	2020	1019	9	2220	19	164712	126436	19	1			1	0.066																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	1	1	0.205		2	0.24			2	1																																																																						1.43753567816732
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	2	1	0.785		2	0.39			1	2																																																																						1.29822710860481
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	3	1	0.43		2	0.315			2	1																																																																						1.34349874998963
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	4	1	0.255		2	0.26			2	1																																																																						1.40978296080337
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	5	1	0.115		2	0.19																																																																										1.6121507098063
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	6	1	0.065		2	0.145																																																																										2.02552354427668
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	7	1	1.445		2	0.47			1	2																																																																						1.36981654856294
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	8	1			2	0.38																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	9	1			2	0.21																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	10	1			2	0.305																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	11	1			2	0.22																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	12	1			2	0.215																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	13	1			2	0.355																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	14	1			2	0.29																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	15	1			2	0.215																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	16	1			2	0.215																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	17	1			2	0.3																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	18	1			2	0.25																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	19	1			2	0.185																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	20	1			2	0.325																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	21	1			2	0.215																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	22	1			2	0.22																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	23	1			2	0.35																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	24	1			2	0.22																																																																										
oseanisk snabeluer	Sebastes mentella	4	2020	1019	9	2220	20	166756	127254	25	1			2	0.185																																																																										
